K6,R4,U8,U2,K9,R3,M8,M8,I9,A4,K9,I5,A7,E2,A6,G3,E3,E7,U6,U2,I5,E5,G4,R3,R7,A2,G7,K6,G8,M9,M4,I5,E3,A5,K9,K8,M6,R2,U8,M5,G3,I4,U9,G3,E2,E8,K6,R2,M9,G8,U7,U4,A4,I3,A6,R7,I6,G5,K5,M2,A7,I7,R4,E9,A3,G3,E7,G5,K6,U2,G5,M4,R2,K8,E2,E4,I7,R9,M3,A9,A7,I6,A8,E7,A2,I3,M7,I7,R5,G5,U3,R6,A4,A8,R4,K8,E9,R7,U5,I6,M3,R6,G5,K8,E7,M5,U3,G9,R8,I6,G4,E2,K6,I9,E2,U6,I7,K4,U6,M7,K5,M9,M4,K4,K2,M9,M8,I8,G3,I7,M3,G2,M4,R5,M7,E7,K4,M3,G5,U9,A2,I8,I7,E9,M7,I9,I3,R9,U9,U5,A4,U2,K3,I5,G8,A8,R7,E5,G2,U2,U6,E3,G2,R5,M6,K4,A6,G9,R3,K8,U4,G8,R5,A2,E3,A3,A4,I9,E9,U6,A8,A5,E8,G6,E8,K2,U4,R4,R6,U2,K6,K9
U2,E6,I2,I3,E5,R6,G4,G7,K8,K6,E2,A4,R9,I9,E8,U5,M5,G7,K6,I2,R9,A3,G4,M9,U3,M3,A8,R7,A5,U7,M4,K8,R5,E7,A3,K9,A4,E9,R4,R3,I6,M6,M2,G8,K3,K4,I2,E5,U6,U3,E8,A7,U2,G4,G7,K2,M5,I9,I6,G8,U8,R5,A7,M9,I3,R9,M2,U8,A3,E6,U4,E9,G6,M2,M9,A4,U7,R3,K7,G2,I3,R9,R7,A7,U4,G4,A6,K2,U6,E4,K8,A5,U6,G3,U7,M6,M4,G9,A9,E6,R3,K8,M5,K6,G8,M5,M4,R9,A7,I4,M6,A8,R2,G8,E6,K9,I5,U3,R3,M5,K5,E8,R4,E9,M4,R3,I7,K5,K9,A5,M7,G2,I5,K5,E2,G6,E3,G9,I6,E5,A2,I4,K6,A3,R3,G2,M2,I8,U9,G6,K5,E8,I2,R6,I7,K5,G7,A7,U9,R3,R3,M2,A9,I4,G2,E5,U8,I4,A8,R4,R9,E7,E8,K9,U3,U5,A8,G4,G8,M7,E6,K4,A8,U7,I2,E3,M5,U7,K2,U8,I7,I2
G6,R6,A9,K9,K8,M8,I2,A2,I5,U7,U4,I6,E4,G2,E7,A6,U5,G3,U4,M2,K8,A3,G7,M9,E5,R3,E9,K3,R5,R7,M4,I8,E2,A7,R4,R5,E6,M8,I3,K5,G2,M7,U9,A7,G6,I6,I4,M7,A3,E2,R9,K6,G4,G9,R4,E8,A2,U3,K9,I8,U5,U3,M8,K5,G6,R3,A3,I4,U7,E6,I8,K2,G8,G6,M9,I2,A5,E2,U4,I3,K8,R5,G5,E9,K7,R2,I4,A7,U4,K9,A7,M6,I4,E4,U5,R2,M8,R7,E7,A6,M5,I9,R3,E3,G6,G5,U9,M3,E3,G9,U9,K5,R8,K2,K9,G7,A5,G2,M5,K7,I4,M3,U3,K8,I9,U6,M2,U6,E8,K8,U4,G8,A7,G5,E6,A7,A7,K5,M9,M8,E6,R3,G2,M2,A8,E7,M8,K7,I5,R4,A6,I4,G7,R8,A9,U6,R3,I5,K2,E6,I8,G4,U3,A4,A7,E7,K9,K9,U2,R2,R5,I3,U4,I4,U9,M8,A4,M2,R8,R5,I2,G2,E6,A3,K3,E9,R3,E5,G4,U6,M6,M9
E3,G7,K6,G8,M4,M7,E5,A5,U9,E4,R9,K3,A9,U2,I4,A6,A2,R2,I5,M7,U5,K8,G2,R6,K9,M7,E6,U4,R3,I3,I8,G8,I5,E4,E2,U7,K3,G8,A5,G9,K3,U9,R6,M7,K2,R4,I8,R6,A6,M2,G5,U7,E9,G4,R7,I8,I3,A4,A6,U2,M5,M8,E9,K3,R4,A4,E9,I6,K2,G3,A8,U7,K8,U5,A6,K5,E9,R5,A8,A7,G4,E2,K3,G8,M5,M4,I2,I9,U6,R5,G2,G2,M5,M7,A9,U9,R4,E6,U7,G3,M7,E7,K3,A9,E5,M9,R6,A2,K8,E2,G4,R3,K8,K4,R3,A4,K2,G8,I6,R5,I6,A2,K6,E7,I7,M9,G6,U2,R7,R2,M7,K4,M8,A2,K5,K4,G8,M3,E2,K8,A6,M7,A3,U5,R3,M6,G8,A4,E7,I5,G5,E8,I4,U9,U7,I8,A6,U5,I5,M3,R9,I3,E9,R3,U3,U9,A8,U2,U6,M4,E4,K6,M5,I6,I9,E9,E2,R4,I7,R3,K7,U7,G3,I5,E6,M4,G3,R8,U9,I8,G2,G9
K3,I4,A9,G7,E8,I5,U4,I5,G9,K4,K6,G3,M2,I2,A3,U5,M8,E6,R4,M6,E2,U8,E5,K7,U2,R9,A7,R7,A9,G8,R3,M6,K8,M5,G5,U3,K3,E6,A9,R9,R7,M6,E2,M4,A2,R7,U2,G4,K2,G8,A6,K3,I5,E5,A9,U4,U8,I7,M4,I3,R7,E9,I6,G8,U9,K9,I3,K9,R4,I6,U6,M8,E5,G4,K3,A8,M2,R3,G9,E3,R8,G5,I8,U7,K9,I7,U6,K6,A2,A6,M8,I3,U4,G7,E9,G4,K2,I8,I7,R5,G7,M4,K9,K6,R2,U4,G4,E6,U5,G5,M8,E2,R8,U3,R5,E2,G6,M2,K7,G5,K3,A2,E5,E3,M4,A6,A7,M7,I4,U5,R9,M8,A5,K5,I2,I7,G8,A8,E2,K8,A2,M5,E9,U3,U4,R8,E3,A8,E5,U5,I4,R7,M9,M2,K2,U8,E6,M4,A7,E6,R3,A7,A3,U4,G6,K2,R3,G9,R3,I7,G9,K6,R9,I4,E3,M2,U6,I7,A5,A6,K9,E7,R9,I9,U2,I3,G5,M6,M4,A4,G8,R7
I2,R8,M9,E7,U3,E2,R7,G3,E5,K3,A8,K9,U4,M8,A5,I4,M2,G9,K7,K8,U6,E2,G9,U5,A3,I5,R6,I7,G6,R4,A6,M4,G4,I2,K5,I3,G9,U7,I6,E5,G2,E7,R5,K8,M6,K8,U4,K2,A4,A4,E6,A9,A5,M9,R9,E3,R8,I6,U2,G7,M8,U3,M3,R7,K8,M3,I7,M3,E7,E8,G3,R4,K8,A9,E6,G3,K6,I8,I6,U9,K2,R5,G7,G6,R9,A7,A8,R8,G5,E4,M6,G4,M5,M9,U9,R6,A7,K9,U5,G5,U4,K2,E8,R4,I7,I4,E9,R5,U3,M9,A7,E6,R2,K6,M9,A4,M2,K2,A4,G3,U4,I8,I9,A5,R4,U2,I9,E6,G5,U7,I8,K8,A5,U4,K7,E7,G8,K5,R7,K6,G5,E2,U9,K2,G9,A3,M6,U6,G4,M2,A2,E6,M3,A5,U3,R3,R5,M2,G2,R7,I8,M8,I3,A2,E7,E7,G3,I4,E6,U9,M5,K6,I4,U8,A3,G4,I2,U9,R8,E4,R7,K6,R5,M2,E2,A5,M3,I3,A7,I8,U3,K9
A5,E9,I4,M9,E6,U2,G5,U3,I6,R2,U3,R5,M8,A7,G8,E4,E7,K9,G8,I3,M3,R7,A2,K6,G9,U5,I6,M7,K4,R4,A8,K2,G2,U8,E8,E9,A6,R4,M2,I7,A9,K3,A4,G9,G5,E5,I7,I2,U8,R5,R4,G6,A7,I2,U4,M9,K6,M3,E5,K3,U7,K8,R3,M6,U9,G3,M8,K7,G8,R7,M3,E7,I5,G6,R3,M3,I9,A6,I4,G4,K2,K9,R3,E5,E6,R2,A4,A9,I8,M7,R6,U3,E6,M7,G4,G6,U5,E8,U5,U4,R7,K6,E6,K2,U3,M9,E3,U6,A7,A6,K8,R7,G4,E3,A2,M5,K4,G2,G3,E4,R7,A4,I7,U9,G8,R5,E9,R5,I2,A5,I4,G2,I7,M3,K7,R2,G6,M3,A6,K8,A4,E2,E5,M4,A8,G8,A7,M3,I5,U3,I2,I8,U8,I9,A5,R5,A4,I9,K2,M9,K5,U9,K6,R3,I5,K8,E2,M9,U8,U5,E4,M4,U8,I4,E5,A9,U6,K2,A7,I6,K9,G2,K7,G8,G3,R2,R9,M2,R8,U6,E7,M9
M7,R5,M7,A9,I3,R5,G9,M6,R2,E2,E3,K7,M9,G3,R4,I8,G8,U6,K2,K4,A6,G2,U6,U4,I4,E3,I5,E5,U7,A9,A8,K8,M8,R7,E3,A6,A9,M4,U7,E7,K5,A2,M3,I9,K8,G4,K9,R2,U6,G8,I8,G3,U4,I7,A2,M4,I5,R9,E5,E6,G3,R5,U6,K2,I7,M3,U7,K7,K8,G3,E4,M4,K2,A3,E6,U4,K2,I6,A6,G4,E5,M7,A2,K4,M7,U9,I6,M8,R5,A2,M6,E3,A6,M7,E7,U9,I5,K5,G8,R3,U8,A3,E2,G2,U5,I4,G2,M5,U7,U4,R4,A2,K4,G4,G9,U6,I5,E3,K5,E2,A8,I8,A7,G6,U7,I4,I9,R5,R9,M6,G7,K6,K8,G9,U2,I3,K8,U4,M7,U3,E2,R7,R8,K4,A8,E9,M2,K3,R2,R6,A8,G7,A6,E7,E5,I4,G3,U3,E9,K5,A8,G8,R6,A8,M4,K2,M9,R9,M3,R2,R9,I5,I4,G3,R6,U9,M9,E5,G8,A6,K9,M8,R5,E5,G9,I5,A2,E9,I3,U6,I3,R7
M6,E5,K6,U8,R4,I2,G3,I7,A9,E2,R4,K5,G8,K2,M5,I3,U4,R9,K9,U3,A6,M7,I8,E5,A7,E7,G6,M8,G9,R3,U4,A2,G8,U7,I3,M6,K9,R7,K3,K2,G4,I3,U6,E6,K5,A4,A9,G7,M2,U8,U6,A5,R9,E5,I4,E8,I8,M5,M2,R2,G7,A9,E3,R4,E3,E6,I9,R3,M2,I4,M7,A7,E9,K8,A6,R5,E5,U2,M7,I5,M4,E6,G5,R8,U8,U3,G7,M6,G9,K3,A7,I9,G9,A6,M2,A3,U3,R7,K6,I8,R5,E9,I2,U5,U5,G9,A9,M7,A9,U8,R4,R7,M4,M6,E4,A4,U5,I5,I8,E8,K7,A2,U7,E3,U5,U4,K4,G3,M3,M8,A4,K8,G2,K7,R7,R6,G2,E8,R9,G8,K3,I4,R6,G6,E2,U9,A9,K3,U5,M6,K3,E8,I4,K6,M4,G5,E2,A9,K2,K9,G3,R6,I7,G3,R8,E3,U8,I2,A6,U5,K7,I9,R5,K5,M8,A9,E4,U7,I3,G5,A6,R4,I2,R2,I4,M6,E4,G2,K2,A8,G2,M7
M8,I2,I9,K7,E2,A3,E9,G5,R5,K4,U3,M9,G8,R6,U6,E5,U9,A4,I7,A3,R6,K7,G2,M4,I4,M7,R6,G5,K3,E8,A8,U2,R7,K4,U6,I6,G8,R3,A2,E8,R4,U9,K8,A2,M6,G3,E4,A5,U2,E3,G5,I5,U7,I4,M9,K6,K2,I7,A9,E7,M5,M9,G3,R8,K2,A8,G4,G3,M8,M7,R3,M8,U5,K4,I2,G9,M4,G9,R3,E7,I9,E6,U6,A3,R5,M8,R7,U5,K9,K7,G8,A9,E6,U2,I5,K4,A3,U2,R8,K9,I8,G4,A8,E7,I3,A6,U9,I4,E5,I2,R2,U6,M6,E3,A4,E2,M8,G6,K7,R3,M3,R7,G4,I9,M2,K9,U5,I6,K9,M2,G3,G4,R2,A6,U4,K8,G4,A6,K5,E7,I2,G5,R8,K6,U8,M6,U9,G3,G4,I3,K5,R3,M7,A5,A5,U4,E8,U9,R4,E6,M5,E9,U3,K3,R2,E7,M9,E8,I6,G6,E4,U7,G5,K5,M8,A7,R5,I3,A7,E2,I6,I5,E2,K8,R7,R2,A4,U9,A7,M7,A9,I2
K4,R3,A9,U3,A2,M7,R3,R6,E5,K2,U2,I9,U4,M4,E5,G7,K8,E5,R3,I7,M4,U6,M8,I6,G9,G7,A5,K9,G6,A8,E2,I8,K7,M4,E8,M8,K5,U7,A3,I2,R6,K2,M8,K9,G3,U7,E2,E4,G3,I9,I9,A5,U7,A6,R3,E5,M2,R5,R4,A6,I6,G9,U4,G8,A9,I2,G4,M5,U5,U2,G9,E5,U7,G8,K3,E8,E7,I2,U8,E9,G4,U2,R3,A7,I2,K8,I8,A5,M9,K5,R2,G2,K3,G7,I7,R6,A5,M9,R2,G7,U8,R8,I4,K2,G8,A4,U9,R5,E7,G5,M6,G7,G8,A3,A6,E6,I9,I3,R7,E4,I6,R3,M6,M2,I5,A4,R4,E6,K3,E3,A4,K6,R8,E2,M5,U3,K6,M9,K9,I5,U8,R9,U3,R6,M9,E7,U9,E2,A9,G4,R5,M5,K7,R4,A7,U8,I6,M6,M8,E6,K3,R4,G2,K5,K4,U3,E2,U2,M7,G4,M9,A5,I6,E4,K4,G8,A2,M4,A7,I6,U8,A7,R5,K8,G3,I9,M3,U7,E9,K3,I3,A6
I9,A5,I9,R9,I2,G8,R5,A3,G7,K4,M4,U2,K7,E4,K6,R3,E5,A8,U6,I6,R2,E9,U7,M8,M3,E8,U5,A4,G2,M6,K7,G3,E3,U5,U6,E7,K9,U8,A3,A4,M7,R5,K4,I3,R9,U6,G2,K7,I7,M6,I8,R4,E9,M2,G8,I8,G5,A4,K2,G9,M3,E5,A2,R6,M8,I4,E7,E2,M8,A4,G9,G6,U9,M8,K5,K3,R4,A6,E8,E5,M6,R3,I6,M8,G9,A5,R5,A3,I2,U2,U7,R4,K3,M5,A7,G8,I9,K5,G4,E6,I2,R6,M7,G2,K4,R7,K2,G5,E3,R3,U5,R9,K6,G4,M7,G7,E3,K2,K5,U6,A2,I2,E5,I7,A3,M7,K6,R9,U8,K6,M7,M6,R8,E2,A4,U9,I7,K9,U6,A5,M9,E4,U9,G4,A6,R8,I5,U2,G2,K4,M5,U2,G3,E9,A9,R3,U6,I3,E9,M3,I6,R2,I3,U8,U9,E9,A4,I8,G3,R4,U4,I7,K5,M3,K8,M2,A6,E3,R8,I8,R7,I7,G9,E7,K5,A7,E2,G8,G4,U4,A5,A8
K2,G9,R6,M9,U7,U3,I7,U4,A6,M4,I6,I2,U8,I3,G2,R5,G5,A3,E5,E8,K4,M9,R7,A3,K4,M5,A8,G7,E9,E2,R8,K6,U3,G9,U7,K8,M7,R3,G2,E4,E9,I6,M3,M6,K4,R6,K5,I6,A2,U5,K9,R7,I5,A5,A7,U2,E4,R2,E8,G3,M4,A8,I9,G8,G8,K5,M4,M7,G6,K3,R5,A7,I3,E9,I4,M9,A7,U8,I4,K8,M8,K9,A6,R4,G3,R4,I6,K8,R5,K7,K6,U3,G5,K5,U3,A9,E9,A6,U7,R5,M3,U9,A2,K2,I9,R5,G8,E6,R4,M7,K2,U6,A5,R4,M9,M5,K6,E3,M7,M7,I2,E4,I3,G8,G4,U4,M2,A8,U2,A9,E4,U3,E7,A2,M7,E3,E5,R5,M7,R8,M5,R3,U9,R6,I2,G4,M6,E4,A5,G2,G9,R7,G3,A7,U5,E2,E6,A3,U7,A2,I8,I7,G4,U2,U5,K6,I8,U8,E2,A9,A6,E3,G9,G9,I7,K8,E6,G2,M8,R9,R5,K6,I4,R8,I2,U3,I2,K6,G4,E8,I9,K3
R5,G7,U3,G6,E4,R8,I9,U7,A6,M5,U6,I4,I8,K9,K2,M5,K7,K6,E8,U4,M2,R8,R9,G3,A7,E5,M2,E9,A3,G2,A3,I4,M9,E7,K3,I2,G7,K3,U9,A8,K6,I7,I7,R8,M9,A6,U5,M8,G6,E5,R2,G2,R3,G9,U4,M2,A6,I5,U4,R8,E4,A5,E4,K3,I7,U6,M8,A2,R2,M9,A4,M4,E9,A7,U2,E2,R6,A4,K3,I3,K8,I6,G5,U5,E8,E9,U2,K4,E8,K5,R6,A9,M7,I8,E7,G2,G4,M3,U7,M9,A2,A9,G3,U5,R4,A6,U5,E6,U3,U8,G4,I6,G8,E9,K5,G5,I3,A7,K9,E4,K9,M5,A9,R6,M2,K5,G6,G9,M7,A3,U4,R2,K6,M9,K5,G8,M4,I6,K3,R4,A8,A8,R4,I3,G7,K6,E9,M5,R8,I7,E8,U6,R3,E9,U3,I2,E8,K4,M2,R5,I2,G8,A7,R5,K8,A7,U6,I4,E6,R2,M3,R4,K3,R5,U3,I7,G9,A7,G2,M5,I4,I9,U2,I7,E8,U3,M7,G2,E5,K3,R6,G7
I8,U8,G6,K2,A3,I5,R9,K7,G4,R9,E9,G2,A3,U8,A4,M6,U7,K3,U5,M4,E7,E5,M8,G3,I6,M5,R9,K7,A2,I6,R2,E4,K9,I6,M2,K7,R8,U6,M9,A3,A8,K6,E7,R7,G3,A5,I9,U5,G2,M3,M4,G8,E4,R2,I4,I6,K5,E5,A4,G3,R8,E9,U7,U2,K8,G5,M4,U8,G4,A2,U8,G2,A3,M6,I2,A2,R6,U4,E8,A7,R4,G3,A4,R6,K5,U9,R5,K6,I4,I4,U5,E9,M3,E6,R2,M4,A9,I6,K8,G9,E8,M6,G3,U7,R8,M3,E5,I6,E7,G5,I5,A6,U9,I3,U8,E8,I7,A5,M7,G7,K3,G3,I7,E7,R2,G9,U3,K7,E6,A5,M9,G6,M8,E2,G3,I3,I5,U4,R9,U5,M9,A8,K4,E9,R3,M6,R8,K3,E9,I5,K3,G7,G7,E5,M4,R9,G9,I7,K2,A2,R9,K8,I5,U2,U7,K4,A8,A4,I6,M4,A8,A5,U8,U2,E7,U3,I6,K2,R2,M9,E4,R6,R7,K6,R5,E9,A2,K2,M4,G7,M2,K3
R7,K4,U2,I5,E8,A7,A9,K9,R2,E7,I3,I9,U6,E6,M3,M8,U2,K2,K4,A4,G5,R3,A6,G5,R6,I4,E3,U5,M9,G7,M8,G8,U6,R9,R7,E5,G6,I2,I7,U9,M7,R8,A9,M3,A4,G5,G4,I9,K8,U3,E6,A2,A8,K4,G8,M3,U5,M3,E2,R6,K2,K5,I7,E4,E7,U4,M4,A6,R8,G5,A4,E5,G8,I3,E6,R5,K6,K3,G5,K4,I5,E6,I2,K2,E6,A3,M3,G6,E2,A4,K8,U7,I8,K3,A5,G2,K6,K7,U7,A4,R9,E7,M3,I9,I3,R9,U9,G5,M8,R5,U7,R5,A9,M2,I8,A2,R2,M4,G3,U2,A4,U4,A5,K8,G6,K9,U7,I8,U6,A9,G9,A3,I5,E2,I4,A7,M2,M5,U2,A5,R7,U8,U7,K2,E2,E9,I9,K5,G4,G2,K3,I4,M9,G8,R8,U4,I6,G4,G4,R7,I6,R6,M2,E8,E5,K6,R7,M3,M3,A7,E8,I9,E6,E6,U9,G8,R5,M6,R2,K7,M7,U9,R3,A7,K9,E3,G3,R8,U9,M3,M8,I4
M9,U3,E9,I4,I6,M3,A9,K8,R4,E6,A5,K7,R4,E3,M5,U7,I7,G2,U8,G8,E6,K9,A3,R5,M6,A8,R2,I2,K4,G7,U2,G5,A5,K4,R5,K7,E5,I8,M7,G9,R5,E6,U9,U8,A3,R2,E4,G8,M2,G9,U7,A8,G6,A3,I7,K6,I9,U4,E6,K3,R2,M2,I4,M3,E9,A6,I7,M7,R4,G3,K3,M6,K2,K6,G9,R7,E5,A6,M3,I3,R2,K9,A8,G4,G7,U5,M3,M8,I4,U2,E3,I9,U4,G5,K6,U5,K6,A2,U3,E2,A4,E5,A2,M6,G2,I2,K4,M7,A3,R9,E5,M9,I9,A3,I6,E8,G4,E9,G7,A8,E6,K7,U5,R2,E5,I8,G4,A6,R3,G6,U8,R4,A5,A4,U8,E7,G2,I8,G7,R8,K3,K9,A7,R2,K5,R8,U7,M9,E5,M8,K7,E4,R9,M6,I5,A4,R9,U3,G8,G7,R9,I3,M4,U2,R8,E5,I6,G3,G5,A5,U2,I7,I4,U8,I5,R4,K3,K2,M6,E4,A8,U7,E2,U3,M9,I9,K7,M8,K2,U6,M6,R9
A8,U8,M4,K5,U9,E9,R5,M8,G6,I7,A3,I4,K5,G7,U6,R9,A2,M3,E9,R2,U5,G3,A4,E6,M6,G4,R3,K2,E7,K2,I7,I8,G7,M9,K7,A5,G8,A5,K8,E3,U2,I2,U9,G6,R5,I2,A4,K3,M6,R4,E7,E9,I4,K6,M3,M5,I2,R3,R8,U4,E8,A9,G6,U7,U9,R5,U5,M3,I7,K7,U4,R2,I5,A7,A2,E4,M4,G3,E6,G8,K6,R9,K7,I9,E2,R8,M7,E5,R5,K9,G8,M2,I4,G7,E3,M2,A7,I6,K8,A6,M3,E9,A2,R8,E5,E8,A3,K3,M4,K9,R8,M3,G4,I7,R3,U2,G6,G8,A2,R3,E2,G5,M6,U5,M2,E2,U3,R3,K5,U5,E8,K4,I9,G9,G3,A7,U7,K5,G3,K2,U8,M7,A9,G2,M9,I5,A7,R3,U7,M4,K7,K9,M7,K4,A9,I6,E6,A9,U5,E4,A4,R6,M4,A4,R8,K8,U6,E6,U8,A9,R5,I3,I6,E2,R6,U9,I4,G8,G6,A4,R9,I7,G3,I5,U4,E5,I8,M2,K6,I8,G2,U6
E8,G3,I4,R4,A8,U2,K2,E9,M7,M5,K6,R3,K9,E7,A5,E8,G6,U4,I2,M5,G9,U9,R6,I3,K5,G6,M8,A2,U3,A7,I7,R4,K4,E7,G6,U5,A8,G9,R3,U3,I2,A7,M8,G5,M3,I6,M4,K7,R7,I9,U4,E3,A9,K6,M6,K2,I2,R5,E9,R8,A2,G5,U4,E8,U7,R5,G6,K3,I5,I8,A4,R6,R4,M2,R7,E8,M8,R7,M9,E5,U9,R7,M9,G6,R9,U3,A8,U9,U8,G7,I5,I5,M7,U4,M8,K8,E5,A4,G6,R3,M9,R6,M9,R2,G2,G7,U3,K9,E7,K5,I5,E6,M6,A3,E2,A6,U7,M6,K3,K9,E8,R3,K4,R4,I7,K5,I3,A6,U2,R2,K3,M4,G2,A4,I8,A7,A3,E2,K7,U9,U4,M9,A3,A3,E6,K4,G4,E8,M6,U5,G9,U2,A2,E9,U3,I8,E4,G2,I9,I2,R5,G4,U5,A6,G6,K4,M9,I2,K9,G8,K5,G2,I4,R7,A7,I5,E6,A5,K8,E8,I6,G8,K7,M4,I2,E3,G3,M2,A7,E8,U3,R5
R4,E7,G9,K3,U8,K7,I2,G6,A7,E3,A9,M7,A6,M4,U3,G5,I6,U3,R4,K2,I4,R5,R6,K5,M9,E8,U5,G2,E8,A2,I9,M8,M3,E5,G8,U9,K3,I6,A6,K4,R4,G2,G8,U5,I4,M3,E4,K9,I7,R2,U5,M8,G7,K5,A9,U3,I2,A6,A8,M6,E2,E7,R7,R9,U3,G5,M6,U2,K2,I6,R3,E3,R6,K4,K9,G5,M2,G3,A2,I3,A9,M7,G7,M6,R3,G4,E4,K8,R9,M7,U3,I9,G7,K7,A3,M4,I7,K7,G4,E8,I8,M2,A6,K8,M6,K5,A9,E6,E7,A2,U5,U2,M6,G4,M5,M9,K8,I5,M5,U8,A4,E4,R8,U9,R2,G5,U3,A4,K3,R4,R9,A7,G2,K3,I4,R6,U9,A2,R5,G6,I4,U8,M6,I9,K7,M2,U7,A8,A3,G4,R9,E6,G5,E7,U9,E2,U4,A9,U5,U8,E8,G4,E3,R3,I5,I5,K9,E4,I8,I3,E2,R6,U8,A6,G2,K6,R7,A3,R8,M9,G5,K6,K9,E7,I8,I5,E8,I7,E7,A2,M2,R5
I7,E4,A9,R9,R3,G6,K5,M3,U8,M4,R2,I5,G7,K4,U3,A8,M2,G8,I6,E2,I5,A2,E3,E7,A8,K6,U9,U6,R9,K5,M4,G7,E2,A3,A2,G7,R6,E7,U4,K5,E5,M2,E9,R9,R5,U3,G6,M2,U8,I9,K4,M4,A6,K8,A8,I9,I3,U4,K7,R5,M3,I6,G8,G7,A5,U6,K8,M9,E7,G9,M9,I7,E5,R4,M3,R5,M6,I6,E4,E3,U7,I2,K7,A3,M7,E5,A6,A3,U2,U8,I3,U7,I6,A2,G8,M6,E7,A4,G6,G5,E2,R4,K5,M2,G2,R3,G6,R3,U7,I4,U3,I6,U3,R2,G9,K7,K4,A3,R9,E6,K3,E4,M8,K8,R2,G3,G2,M9,U8,I9,R3,M8,U5,M7,A4,K6,U5,I8,A6,A3,I8,G9,E7,A5,G7,K8,K6,I2,R4,U9,G5,G9,U4,E3,U3,E8,M9,U5,M8,I4,G5,K4,R2,E8,I7,R2,K7,A4,M9,I7,A2,A5,U4,K9,A5,E5,E2,K6,G4,K9,I8,R8,R7,M2,I2,K6,E6,R4,A9,M9,R8,G5
U8,E6,E8,K8,K4,I4,R3,U3,U5,R6,M2,K7,E3,A2,G5,K5,M7,E3,A9,R8,I7,G4,M6,U4,I5,R9,A7,G9,I6,M2,A2,G9,R8,U2,M8,U4,K2,M3,E4,M5,U6,A2,R6,I3,A9,A8,E5,K7,G9,G4,I7,R9,G9,R8,K2,E5,A6,E7,I4,K3,U3,G6,M7,I5,U5,E2,A5,U4,G6,R7,G3,R8,E3,G2,R7,U2,K6,U4,E6,M8,K6,R9,A8,G8,A2,M8,R3,I5,K7,A6,R8,R4,G9,K9,E7,R4,E9,I2,K6,G7,K9,I5,A4,I3,I7,A6,K4,M5,I3,M7,A9,G5,G4,K2,I6,E8,M4,E7,I6,G7,M9,M7,U5,G8,I3,M7,R4,E8,M9,I5,U6,K2,U9,E2,R3,E9,U5,M3,A6,I3,R5,I6,U3,I5,K3,M4,U7,K3,K2,E7,E4,R3,A8,I3,M2,A6,A2,G8,U7,A2,M7,G4,A5,G9,E5,R4,E8,U8,G9,A7,E4,G8,K5,M9,M4,U5,G3,R6,I5,U4,K9,K8,A2,R2,U8,M2,K9,I3,R6,A6,E9,U2
K7,I4,M5,E2,A5,U8,K2,I3,M8,R6,G8,E8,A6,U5,M3,G4,R2,G6,G7,I6,R7,I9,U7,A4,U5,K3,E2,M9,A3,R4,E9,K9,G5,R8,G8,A2,M9,E2,A6,K9,E3,E6,I2,A3,U7,K5,I9,M7,R4,M5,U4,A7,K6,K8,U7,U6,M4,E8,G4,R3,I5,I3,R2,G9,I3,R7,M2,I4,U9,R9,G7,I5,M6,E9,G3,I8,U3,U4,I6,U5,K8,G9,E6,M4,U8,K2,E2,K8,U2,G3,E3,G8,R9,A4,K6,A9,E5,I6,K4,M7,G9,A5,G7,M6,E9,E6,A5,E8,A3,E8,M2,R5,A7,I3,U4,I8,U7,I3,G5,U2,U4,G7,A9,I9,R4,K3,R8,M7,A2,U9,G7,K6,M4,E2,U6,E7,U3,A8,R5,I9,G5,U4,M6,R4,R5,K6,M2,M7,K6,G2,K9,A2,G5,G6,K4,R7,M5,E3,U5,K7,I2,A3,M8,E4,K6,I3,R9,A2,K3,A5,E8,R8,R5,U4,G2,R8,M7,A9,E7,I2,R9,M4,A2,K6,K3,I7,I4,G6,A3,R5,M8,E8
R9,A6,M7,M4,K4,E6,U9,R6,I2,G5,E3,G2,A3,U5,M7,U8,K6,E2,I4,M4,G8,E3,I5,A7,U8,A2,R5,G3,I9,K8,R9,K7,E9,M5,G2,R4,U4,I3,U5,M9,K6,G3,A5,A3,E7,U8,G7,I6,R9,R3,M6,K5,E8,E8,R9,G2,I8,A4,M6,K2,U4,I7,A7,K2,I5,A4,A3,G7,E9,I6,U2,E3,K4,E3,G9,I6,E9,R5,G3,K8,R6,A8,G7,E7,M5,R4,M5,G2,K7,U6,I9,R4,A2,G3,I7,I5,G8,E2,K4,R9,M5,I3,E8,I5,A9,E6,G6,I2,M4,U2,G4,R3,A9,M4,I8,R5,K4,M8,M5,G3,K3,E4,G4,U9,R6,E4,M8,K3,U2,M2,E8,K8,E9,M5,U6,G6,M8,I2,K3,A9,U2,U6,K6,A3,R5,K2,R8,G7,U9,A5,E6,U6,M3,A9,R8,M7,U4,U5,E9,K7,G7,I5,R6,M9,A5,I7,R7,A2,I8,G2,R5,U7,A8,A4,K6,E7,U8,K8,R2,M3,R7,E9,M9,K6,I4,A7,U2,A7,G4,K3,I3,U2
